status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex,mature
3,24,2,6,1258,2,3,4,1,1,1,1,25,1,1,1,1,1,1,1,1,1,0
3,12,1,1,717,2,1,4,1,1,4,1,52,1,1,3,1,1,2,1,1,1,1
3,6,4,4,1204,5,2,4,1,1,1,3,35,2,3,1,1,1,2,2,1,1,1
4,24,2,3,1925,2,2,2,1,1,2,1,26,1,1,1,1,1,2,1,1,1,1
3,18,2,1,433,2,4,3,2,3,4,1,22,1,3,1,1,1,2,1,0,0,0
1,6,1,4,666,4,3,3,2,1,4,1,39,1,1,2,2,1,1,1,1,0,1
4,12,2,3,2251,2,2,1,2,1,2,4,46,1,1,1,2,1,2,1,1,0,1
2,30,2,4,2150,2,2,4,2,2,2,3,24,2,1,1,1,1,2,1,0,0,0
3,24,3,3,4151,5,2,2,1,1,3,2,35,1,1,2,1,1,2,1,1,1,1
2,9,2,3,2030,1,3,2,1,1,1,4,24,1,1,1,1,1,1,1,1,1,0
2,60,3,1,7418,1,2,1,1,1,1,1,27,1,1,1,2,1,2,1,1,1,1
3,24,1,1,2684,2,2,4,1,1,2,1,35,1,1,2,2,1,2,1,1,1,1
1,12,5,1,2149,2,2,4,3,1,1,3,29,1,2,1,1,1,2,1,0,1,1
3,15,2,5,3812,5,5,1,2,1,4,4,23,1,1,1,1,1,1,1,1,0,0
3,11,1,1,1154,5,4,4,2,1,4,1,57,1,1,3,2,1,2,1,1,0,1
1,12,2,3,1657,2,2,2,1,1,2,1,27,1,1,1,1,1,2,1,1,1,1
1,24,2,1,1603,2,1,4,2,1,4,4,55,1,1,1,1,1,2,1,1,0,1
1,18,1,4,5302,2,1,2,1,1,4,3,36,1,2,3,3,1,1,1,1,1,1
3,12,1,2,2748,2,1,2,2,1,4,3,57,2,2,3,2,1,2,1,1,0,1
3,10,1,4,1231,2,1,3,1,1,4,1,32,1,1,2,2,2,2,2,1,1,1
2,15,2,1,802,2,1,4,1,1,3,4,37,1,1,1,1,2,2,1,0,1,1
3,36,1,6,6304,1,1,4,1,1,4,1,36,1,1,2,1,1,2,1,1,1,1
3,24,2,1,1533,2,5,4,2,1,3,4,38,3,1,1,1,1,1,1,1,0,1
1,14,2,4,8978,2,1,1,3,1,4,2,45,1,1,1,3,1,1,2,0,1,1
3,24,2,1,999,1,1,4,1,1,2,4,25,1,1,2,1,1,2,1,1,1,0
3,18,2,4,2662,1,3,4,1,1,3,2,32,1,1,1,1,1,2,2,1,1,1
3,12,1,3,1402,3,3,3,2,1,4,4,37,1,3,1,1,1,1,1,1,0,1
2,48,5,4,12169,1,4,4,1,3,4,3,36,1,2,1,3,1,1,1,1,1,1
2,48,2,1,3060,2,3,4,1,1,4,1,28,1,1,2,1,1,2,1,0,1,1
1,30,2,8,11998,2,5,1,3,1,1,3,34,1,1,1,2,1,1,1,0,1,1
3,9,2,1,2697,2,2,1,1,1,2,1,32,1,1,1,1,2,2,1,1,1,1
3,18,1,1,2404,2,2,2,2,1,2,4,26,1,1,2,1,1,2,1,1,0,1
1,12,2,3,1262,1,1,2,3,1,4,2,49,1,1,1,2,1,1,1,1,1,1
3,6,2,3,4611,2,5,1,2,1,4,2,32,1,1,1,1,1,2,1,0,0,1
3,24,2,1,1901,5,2,4,1,1,4,4,29,1,3,1,3,1,1,1,1,1,1
3,15,1,5,3368,4,1,3,1,1,4,3,23,1,3,2,1,1,1,1,1,1,0
3,12,2,3,1574,2,2,4,1,1,2,1,50,1,1,1,1,1,2,1,1,1,1
4,18,5,1,1445,1,3,4,1,1,4,4,49,2,1,1,2,1,2,1,1,1,1
3,15,1,3,1520,1,1,4,1,1,4,2,63,1,1,1,1,1,2,1,1,1,1
2,24,1,4,3878,5,5,4,3,1,2,4,37,1,1,1,1,1,1,1,1,1,1
1,47,2,4,10722,2,5,1,2,1,1,1,35,1,1,1,2,1,1,1,1,0,1
1,48,2,5,4788,2,3,4,1,1,3,2,26,1,1,1,1,2,2,1,1,1,1
2,48,3,9,7582,5,4,2,1,1,4,3,31,1,2,1,3,1,1,1,1,1,1
2,12,2,1,1092,2,2,4,2,2,4,1,49,1,1,2,1,1,1,1,1,0,1
1,24,3,1,1024,2,5,4,4,1,4,1,48,3,1,1,1,1,2,1,0,1,1
3,12,2,6,1076,2,2,2,4,1,2,1,26,1,1,1,1,1,1,2,1,1,1
2,36,2,5,9398,2,5,1,4,1,4,4,28,1,3,1,3,1,1,1,0,1,1
1,24,1,5,6419,2,1,2,2,1,4,3,44,1,2,2,3,2,1,1,1,0,1
4,42,1,5,4796,2,1,4,1,1,4,3,56,1,2,1,1,1,2,1,1,1,1
3,48,1,6,7629,1,1,4,3,1,2,4,46,2,1,2,3,2,2,1,1,1,1
2,48,2,3,9960,2,5,1,2,1,2,4,26,1,1,1,1,1,1,1,0,0,1
3,12,2,5,4675,1,5,1,2,1,4,4,20,1,3,1,1,1,2,1,1,0,0
3,10,2,4,1287,1,1,4,1,3,2,2,45,1,1,1,2,1,2,2,1,1,1
3,18,2,3,2515,2,2,3,1,1,4,1,43,1,1,1,1,1,1,1,1,1,1
2,21,1,3,2745,4,3,3,1,1,2,4,32,1,1,2,1,1,1,1,1,1,1
3,6,2,4,672,2,4,1,2,1,4,1,54,1,1,1,4,1,1,1,1,0,1
2,36,4,1,3804,2,2,4,2,1,1,4,42,1,1,1,1,1,1,1,0,0,1
4,24,1,4,1344,1,3,4,1,1,2,1,37,2,1,2,2,2,2,1,0,1,1
1,10,1,4,1038,2,3,4,1,3,3,2,49,1,1,2,1,1,1,1,1,1,1
3,48,1,4,10127,3,2,2,1,1,2,3,44,2,2,1,1,1,2,1,0,1,1
3,6,2,3,1543,4,2,4,3,1,2,1,33,1,1,1,1,1,2,1,1,1,1
3,30,2,5,4811,1,3,2,2,1,4,2,24,3,3,1,2,1,2,1,1,0,0
1,12,2,1,727,5,5,4,4,1,3,3,33,1,1,1,2,1,1,1,0,1,1
2,8,2,3,1237,2,2,3,2,1,4,1,24,1,1,1,1,1,2,1,0,0,0
2,9,2,4,276,2,2,4,4,1,4,1,22,1,3,1,2,1,2,1,1,1,0
2,48,2,9,5381,1,4,3,1,1,4,3,40,2,2,1,4,1,1,1,1,1,1
3,24,2,3,5511,5,2,4,1,1,1,4,25,3,1,1,1,1,2,1,1,1,0
4,24,2,3,3749,2,5,2,2,1,4,4,26,1,1,1,1,1,2,1,1,0,1
2,12,2,4,685,2,3,2,4,1,3,4,25,2,1,1,2,1,2,1,0,1,0
4,4,2,4,1494,1,5,1,1,1,2,1,29,1,1,1,2,2,2,2,1,1,1
1,36,5,3,2746,2,1,4,1,1,4,4,31,2,1,1,1,1,2,1,0,1,1
1,12,2,3,708,2,2,2,1,2,3,2,38,1,1,1,2,2,2,1,1,1,1
2,24,2,3,4351,1,2,1,2,1,4,2,48,1,1,1,2,1,1,1,1,0,1
3,12,1,2,701,2,2,4,1,1,2,4,32,1,1,2,1,1,2,1,1,1,1
1,15,3,3,3643,2,1,1,2,1,4,2,27,1,1,2,2,1,2,1,1,0,1
2,30,1,4,4249,2,4,4,4,1,2,4,28,1,1,2,3,1,2,1,0,1,1
1,24,2,1,1938,2,5,4,3,1,3,2,32,1,1,1,1,1,2,1,0,1,1
1,24,2,5,2910,2,3,2,1,1,1,3,34,1,2,1,3,1,1,1,1,1,1
1,18,2,3,2659,4,2,4,1,1,2,4,28,1,1,1,1,1,2,1,1,1,1
3,18,1,4,1028,2,2,4,2,1,3,1,36,1,1,2,1,1,2,1,1,0,1
1,8,1,4,3398,2,3,1,1,1,4,1,39,1,1,2,2,1,2,2,1,1,1
3,12,1,3,5801,1,1,2,1,1,4,2,49,1,3,1,1,1,1,1,1,1,1
3,24,2,4,1525,4,3,4,2,1,3,4,34,1,1,1,1,2,1,1,1,0,1
4,36,2,1,4473,2,1,4,1,1,2,4,31,1,1,1,1,1,2,1,1,1,1
2,6,2,1,1068,2,1,4,1,1,4,4,28,1,1,1,1,2,2,1,1,1,1
1,24,1,5,6615,2,4,2,1,1,4,3,75,1,2,2,3,1,1,1,1,1,1
3,18,1,2,1864,5,2,4,2,1,2,1,30,1,1,2,1,1,2,1,0,0,1
2,60,2,4,7408,5,5,4,2,1,2,2,24,1,1,1,3,1,2,1,0,0,0
3,48,1,5,11590,5,2,2,2,1,4,4,24,2,3,2,2,1,2,1,0,0,0
1,24,4,3,4110,2,1,3,1,1,4,3,23,2,3,2,1,2,2,1,0,1,0
1,6,1,3,3384,2,2,1,3,1,4,1,44,1,3,1,3,1,1,1,0,1,1
2,13,2,1,2101,2,5,2,2,2,4,2,23,1,1,1,2,1,2,1,1,0,0
1,15,2,7,1275,1,2,4,2,1,2,4,24,1,3,1,1,1,2,1,0,0,0
1,24,2,3,4169,2,2,4,1,1,4,2,28,1,1,1,1,1,2,1,1,1,1
2,10,2,3,1521,2,2,4,3,1,2,4,31,1,1,1,2,1,2,1,1,1,1
2,24,1,2,5743,2,5,2,2,1,4,3,24,1,2,2,1,1,1,1,1,0,0
1,21,2,3,3599,2,3,1,2,1,4,4,26,1,3,1,2,1,2,1,1,0,1
2,18,2,1,3213,3,5,1,4,1,3,1,25,1,3,1,1,1,2,1,1,1,0
2,18,2,6,4439,2,1,1,1,3,1,1,33,2,1,1,3,1,1,1,1,1,1
4,10,2,4,3949,2,5,1,1,2,1,2,37,1,1,1,2,2,2,1,1,1,1
3,15,1,1,1459,2,2,4,2,1,2,4,43,1,1,1,2,1,2,1,1,0,1
2,13,1,1,882,2,5,4,1,2,4,1,23,1,1,2,1,1,2,1,1,1,0
2,24,2,1,3758,3,4,1,2,1,4,3,23,1,3,1,4,1,2,1,1,0,0
3,6,3,6,1743,5,2,1,1,1,2,1,34,1,1,2,2,1,2,1,1,1,1
2,9,1,2,1136,4,1,4,1,1,3,3,32,1,2,2,1,2,2,1,0,1,1
3,9,2,7,1236,2,5,1,2,1,4,1,23,1,3,1,1,1,1,1,1,0,0
2,9,2,3,959,2,2,1,2,1,2,4,29,1,1,1,1,1,2,2,0,0,1
3,18,1,5,3229,1,4,2,1,1,4,3,38,1,1,1,3,1,1,1,1,1,1
1,12,4,1,6199,2,2,4,1,1,2,2,28,1,3,2,1,1,1,1,0,1,1
3,10,2,2,727,3,1,4,1,1,4,3,46,1,2,1,1,1,1,1,1,1,1
2,24,2,4,1246,2,5,4,1,1,2,1,23,3,1,1,2,1,2,1,0,1,0
3,12,1,1,2331,1,1,1,1,3,4,1,49,1,1,1,1,1,1,1,1,1,1
3,36,3,1,4463,2,2,4,1,1,2,4,26,1,1,2,3,1,1,1,0,1,1
3,12,2,1,776,2,2,4,4,1,2,1,28,1,1,1,1,1,2,1,1,1,1
1,30,2,3,2406,2,3,4,2,1,4,1,23,1,3,1,1,1,2,1,0,0,0
2,18,2,2,1239,1,2,4,1,1,4,3,61,1,2,1,1,1,2,1,1,1,1
4,12,2,1,3399,1,1,2,1,1,3,4,37,1,1,1,3,1,2,1,1,1,1
4,12,3,4,2247,2,2,2,2,1,2,4,36,3,1,2,1,1,1,1,1,0,1
3,6,2,3,1766,2,2,1,4,1,2,2,21,1,3,1,1,1,2,1,1,1,0
1,18,2,3,2473,2,4,4,1,1,1,4,25,1,1,1,4,1,2,1,0,1,0
3,12,2,6,1542,2,3,2,1,1,4,4,36,1,1,1,1,1,1,1,1,1,1
3,18,1,5,3850,2,3,3,1,1,1,4,27,1,1,2,1,1,2,1,1,1,1
1,18,2,3,3650,2,5,1,2,1,4,4,22,1,3,1,1,1,2,1,1,0,0
1,36,2,3,3446,2,1,4,1,1,2,4,42,1,1,1,1,2,2,1,0,1,1
2,18,2,3,3001,2,3,2,2,1,4,1,40,1,3,1,1,1,2,1,1,0,1
3,36,2,4,3079,1,2,4,1,1,4,1,36,1,1,1,1,1,2,1,1,1,1
3,18,1,1,6070,2,1,3,1,1,4,4,33,1,1,2,1,1,1,1,1,1,1
3,10,1,3,2146,2,5,1,2,1,3,1,23,1,3,2,1,1,2,1,1,0,0
3,60,1,4,13756,1,1,2,1,1,4,3,63,2,2,1,3,1,1,1,1,1,1
2,60,5,9,14782,5,1,3,2,1,4,3,60,2,2,2,3,1,1,1,0,0,1
1,48,5,6,7685,2,3,2,2,2,4,4,37,1,3,1,1,1,2,1,0,0,1
3,18,3,1,2320,2,4,2,4,1,3,1,34,1,1,2,1,1,2,1,1,1,1
3,7,3,1,846,1,1,3,1,1,4,3,36,1,2,1,1,1,2,1,1,1,1
2,36,2,4,14318,2,1,4,1,1,2,3,57,1,2,1,3,1,1,1,0,1,1
3,6,1,4,362,5,2,4,2,1,4,4,52,1,1,2,2,1,2,1,1,0,1
1,20,2,3,2212,1,3,4,1,1,4,4,39,1,1,1,1,1,1,1,1,1,1
2,18,2,5,12976,2,4,3,2,1,4,3,38,1,2,1,3,1,1,1,0,0,1
3,22,2,4,1283,1,3,4,2,1,4,2,25,1,3,1,1,1,2,1,1,0,0
4,12,2,4,1330,2,5,4,1,1,1,1,26,1,1,1,1,1,2,1,1,1,1
3,30,3,6,4272,5,2,2,1,1,2,2,26,1,1,2,2,1,2,1,1,1,1
3,18,1,1,2238,2,2,2,2,1,1,4,25,1,1,2,1,1,2,1,1,0,0
3,18,2,1,1126,1,5,4,2,1,2,1,21,1,3,1,1,1,1,1,1,0,0
2,18,1,3,7374,2,4,4,1,1,4,2,40,3,1,2,3,1,1,1,1,1,1
2,15,1,6,2326,3,2,2,1,1,4,4,27,2,1,1,1,1,2,1,1,1,1
3,9,2,6,1449,2,3,3,2,1,2,4,27,1,1,2,1,1,2,1,1,0,1
3,18,2,4,1820,2,2,2,4,1,2,2,30,1,1,1,3,1,1,1,1,1,1
2,12,2,3,983,4,5,1,2,1,4,1,19,1,3,1,2,1,2,1,1,0,0
1,36,2,4,3249,2,3,2,1,1,4,3,39,2,2,1,3,2,1,1,1,1,1
1,6,1,1,1957,2,3,1,2,1,4,4,31,1,1,1,1,1,2,1,1,0,1
3,9,1,3,2406,2,4,2,1,1,3,4,31,1,1,1,3,1,2,1,1,1,1
2,39,3,2,11760,5,3,2,1,1,3,3,32,1,3,1,1,1,1,1,1,1,1
1,12,2,3,2578,2,4,3,2,1,4,3,55,1,2,1,3,1,2,1,1,0,1
1,36,1,3,2348,2,2,3,4,1,2,2,46,1,1,2,1,1,1,1,1,1,1
2,12,2,4,1223,2,1,1,3,1,1,1,46,1,3,2,1,1,2,1,0,1,1
3,24,1,1,1516,4,2,4,2,1,1,1,43,1,1,2,2,1,2,1,1,0,1
3,18,2,1,1473,2,5,3,4,1,4,1,39,1,1,1,1,1,1,1,1,1,1
2,18,1,6,1887,1,2,4,4,1,4,1,28,2,1,2,1,1,2,1,1,1,1
3,24,3,6,8648,2,5,2,1,1,2,4,27,2,1,2,1,1,1,1,0,1,1
3,14,3,4,802,2,2,4,1,1,2,4,27,1,1,2,2,1,2,1,1,1,1
2,18,3,4,2899,1,1,4,1,1,4,4,43,1,1,1,1,2,2,1,1,1,1
2,24,2,1,2039,2,5,1,4,1,1,2,22,1,1,1,1,1,1,1,0,1,0
3,24,1,5,2197,1,3,4,1,1,4,4,43,1,1,2,1,2,1,1,1,1,1
1,15,2,1,1053,2,5,4,4,1,2,1,27,1,1,1,1,1,2,2,1,1,1
3,24,2,1,3235,3,1,3,3,1,2,4,26,1,1,1,3,1,1,1,1,1,1
4,12,1,4,939,3,3,4,4,1,2,1,28,1,1,3,1,1,1,1,0,1,1
2,24,2,1,1967,2,1,4,2,1,4,4,20,1,1,1,1,1,1,1,1,0,0
3,33,1,5,7253,2,3,3,1,1,2,4,35,1,1,2,3,1,1,1,1,1,1
3,12,1,6,2292,2,4,4,1,1,2,4,42,3,1,2,3,1,1,1,0,1,1
3,10,2,4,1597,3,2,3,1,1,2,3,40,1,3,1,2,2,2,2,1,1,1
1,24,2,4,1381,1,2,4,2,1,2,2,35,1,1,1,1,1,2,1,0,0,1
3,36,1,5,5842,2,1,2,1,1,2,2,35,1,1,2,1,2,1,1,1,1,1
1,12,2,4,2579,2,5,4,1,1,1,1,33,1,1,1,2,2,2,1,0,1,1
1,18,3,2,8471,1,2,1,2,1,2,4,23,1,3,2,1,1,1,1,1,0,0
3,21,2,4,2782,3,3,1,2,1,2,4,31,2,1,1,3,1,2,1,1,0,1
2,18,2,4,1042,1,2,4,2,1,2,2,33,1,1,1,1,1,2,1,0,0,1
3,15,2,4,3186,4,3,2,2,1,3,4,20,1,3,1,1,1,2,1,1,0,0
2,12,2,5,2028,1,2,4,1,1,2,4,30,1,1,1,1,1,2,1,1,1,1
2,12,1,4,958,2,3,2,1,1,3,1,47,1,1,2,2,2,2,1,1,1,1
3,21,3,3,1591,5,3,4,1,1,3,1,34,1,1,2,3,1,2,1,1,1,1
2,12,2,3,2762,1,1,1,2,1,2,2,25,2,1,1,1,1,1,1,0,0,0
2,18,2,5,2779,2,2,1,4,1,3,4,21,1,3,1,1,1,1,1,1,1,0
3,28,1,1,2743,2,1,4,1,1,2,4,29,1,1,2,1,1,2,1,1,1,1
3,18,1,1,1149,4,2,4,1,1,3,1,46,1,1,2,1,1,2,1,1,1,1
3,9,2,3,1313,2,1,1,1,1,4,4,20,1,1,1,1,1,2,1,1,1,0
1,18,1,8,1190,2,4,2,2,1,4,3,55,1,2,3,4,2,2,1,0,0,1
3,5,2,6,3448,2,3,1,1,1,4,1,74,1,1,1,2,1,2,1,1,1,1
2,24,2,9,11328,2,2,2,1,3,3,4,29,2,1,2,3,1,1,1,0,1,1
1,6,1,3,1872,2,4,4,1,1,4,3,36,1,2,3,3,1,1,1,1,1,1
3,24,1,8,2058,2,2,4,3,1,2,1,33,1,1,2,1,1,1,1,1,1,1
1,9,2,3,2136,2,2,3,1,1,2,1,25,1,1,1,1,1,2,1,1,1,0
2,12,2,1,1484,1,2,2,4,1,1,1,25,1,1,1,1,1,1,1,0,1,0
3,6,2,8,660,3,3,2,4,1,4,1,23,1,3,1,2,1,2,1,1,1,0
3,24,1,4,1287,4,1,4,2,1,4,1,37,1,1,2,1,1,1,1,1,0,1
1,42,1,8,3394,2,4,4,1,3,4,4,65,1,1,2,4,1,2,1,1,1,1
4,12,5,6,609,2,5,4,2,1,1,1,26,1,1,1,4,1,2,1,0,0,1
3,12,2,4,1884,2,1,4,1,1,4,4,39,1,1,1,3,1,1,1,1,1,1
1,12,2,3,1620,2,2,2,2,3,3,2,30,1,1,1,1,1,2,1,1,0,1
2,20,3,9,2629,2,2,2,1,1,3,4,29,2,1,2,1,1,1,1,1,1,1
3,12,2,2,719,2,1,4,1,1,4,4,41,2,1,1,2,2,2,1,0,1,1
2,48,1,3,5096,2,2,2,2,1,3,4,30,1,1,1,3,1,1,1,0,0,1
3,9,1,2,1244,1,1,4,2,1,4,2,41,1,3,2,2,1,2,1,1,0,1
1,36,2,4,1842,2,5,4,2,1,4,4,34,1,1,1,1,1,1,1,0,0,1
2,7,2,1,2576,2,2,2,1,2,2,1,35,1,1,1,1,1,2,1,1,1,1
4,12,2,3,1424,1,1,3,2,1,4,1,55,1,1,1,3,1,1,1,1,0,1
2,15,3,8,1512,4,2,3,4,1,3,2,61,3,1,2,1,1,2,1,0,1,1
3,36,1,5,11054,1,2,4,1,1,2,4,30,1,1,1,3,1,1,1,1,1,1
3,6,2,1,518,2,2,3,2,1,1,1,29,1,1,1,1,1,2,1,1,0,1
3,12,4,3,2759,2,1,2,1,1,4,2,34,1,1,2,1,1,2,1,1,1,1
3,24,2,5,2670,2,1,4,1,1,4,4,35,1,1,1,3,1,1,1,1,1,1
1,24,2,4,4817,2,3,2,1,3,3,2,31,1,1,1,1,1,1,1,0,1,1
3,24,2,5,2679,2,5,4,2,1,1,3,29,1,1,1,3,1,1,1,1,0,1
1,11,1,4,3905,2,2,2,1,1,2,1,36,1,3,2,1,2,2,1,1,1,1
1,12,2,5,3386,2,1,3,1,1,4,3,35,1,2,1,1,1,1,1,0,1,1
1,6,2,7,343,2,5,4,2,1,1,1,27,1,1,1,1,1,2,1,1,0,1
3,18,2,1,4594,2,5,3,1,1,2,4,32,1,1,1,1,1,1,1,1,1,1
1,36,2,3,3620,2,2,1,1,2,2,2,37,1,1,1,1,2,2,1,1,1,1
1,15,2,4,1721,2,5,2,1,1,3,1,36,1,1,1,1,1,2,1,1,1,1
2,12,2,3,3017,2,5,3,2,1,1,1,34,1,3,1,3,1,2,1,1,0,1
2,12,2,10,754,1,1,4,1,1,4,2,38,1,1,2,1,1,2,1,1,1,1
3,18,2,6,1950,2,3,4,1,1,1,4,34,3,1,2,1,1,1,1,1,1,1
1,24,2,5,2924,2,2,3,1,2,4,3,63,2,1,1,1,2,1,1,1,1,1
1,24,3,1,1659,2,5,4,2,1,2,4,29,1,3,1,2,1,1,1,0,0,1
3,48,3,1,7238,1,1,3,1,1,3,4,32,2,1,2,1,2,2,1,1,1,1
3,33,3,6,2764,2,2,2,2,1,2,4,26,1,1,2,1,1,1,1,1,0,1
3,24,3,5,4679,2,3,3,1,1,3,4,35,1,1,2,2,1,1,1,1,1,1
2,24,2,1,3092,5,5,3,4,1,2,4,22,1,3,1,1,1,1,1,0,1,0
1,6,2,2,448,2,5,4,2,1,4,2,23,1,1,1,1,1,2,1,0,0,0
1,9,2,4,654,2,2,4,1,1,3,4,28,1,1,1,2,1,2,1,0,1,1
3,6,2,10,1238,1,4,4,1,1,4,2,36,1,1,1,3,2,1,1,1,1,1
2,18,1,1,1245,2,2,4,4,1,2,4,33,1,1,1,1,1,2,1,0,1,1
1,18,4,3,3114,2,5,1,2,1,4,2,26,1,3,1,1,1,2,1,0,0,1
3,39,2,5,2569,3,2,4,1,1,4,4,24,1,1,1,1,1,2,1,1,1,0
4,24,2,1,5152,2,3,4,1,1,2,4,25,2,1,1,1,1,2,1,1,1,0
2,12,2,6,1037,5,3,3,1,1,4,1,39,1,1,1,2,1,2,1,1,1,1
1,15,1,3,1478,2,1,4,1,1,4,4,44,1,1,2,1,2,1,1,1,1,1
2,12,1,1,3573,2,2,1,2,1,1,1,23,1,1,1,2,1,2,1,1,0,0
2,24,2,4,1201,2,5,4,1,1,1,2,26,1,1,1,1,1,2,1,1,1,1
1,30,2,3,3622,4,1,4,2,1,4,2,57,1,3,2,1,1,1,1,1,0,1
3,15,3,3,960,4,3,3,2,1,2,2,30,1,1,2,1,1,2,1,1,0,1
3,12,1,4,1163,3,2,4,1,1,4,1,44,1,1,1,1,1,1,1,1,1,1
2,6,3,4,1209,2,4,4,1,1,4,2,47,1,1,1,3,1,1,1,0,1,1
3,12,2,1,3077,2,2,2,1,1,4,4,52,1,1,1,1,1,1,1,1,1,1
3,24,2,4,3757,2,1,4,2,3,4,3,62,1,2,1,1,1,1,1,1,0,1
3,10,2,4,1418,5,2,3,1,1,2,1,35,1,3,1,2,1,2,2,1,1,1
3,6,2,4,3518,2,2,2,1,2,3,2,26,1,3,1,1,1,2,1,1,1,1
3,12,1,1,1934,2,1,2,1,1,2,3,26,1,1,2,1,1,2,1,1,1,1
2,27,4,6,8318,2,1,2,2,1,4,3,42,1,2,2,3,1,1,1,0,0,1
3,6,1,1,1237,5,2,1,2,1,1,2,27,1,1,2,1,1,2,1,1,0,1
2,6,2,1,368,1,1,4,1,1,4,2,38,1,1,1,1,1,2,1,1,1,1
1,12,1,4,2122,2,2,3,1,1,2,1,39,1,3,2,2,2,2,2,1,1,1
1,24,2,3,2996,1,2,2,4,1,4,4,20,1,1,1,1,1,2,1,0,1,0
